timestamp,open,high,low,close,volume
2022-05-07 07:59:00,35921.39,35927.28,35918.4,35921.6,10.49924
2022-05-07 08:00:00,35921.6,35933.84,35921.59,35933.83,10.3404
2022-05-07 08:01:00,35933.83,35939.75,35932.03,35932.04,9.03778
2022-05-07 08:02:00,35932.03,35939.8,35927.21,35939.8,10.66044
2022-05-07 08:03:00,35939.8,35962.11,35939.79,35939.79,30.73495
2022-05-07 08:04:00,35939.8,35939.8,35930.97,35934.33,10.62746
2022-05-07 08:05:00,35934.33,35934.33,35901.04,35901.04,19.28827
2022-05-07 08:06:00,35901.05,35907.0,35896.32,35896.33,16.56968
2022-05-07 08:07:00,35896.32,35896.33,35881.3,35881.31,8.6362
2022-05-07 08:08:00,35881.31,35910.0,35879.96,35909.99,63.49105
2022-05-07 08:09:00,35909.99,35910.0,35897.43,35899.24,11.42973
2022-05-07 08:10:00,35899.24,35909.99,35899.23,35909.99,8.24696
2022-05-07 08:11:00,35909.99,35933.46,35909.98,35926.33,18.82539
2022-05-07 08:12:00,35926.32,35956.07,35926.32,35954.38,17.96041
2022-05-07 08:13:00,35954.38,35964.91,35952.97,35964.25,22.43238
2022-05-07 08:14:00,35964.25,35990.0,35964.25,35985.75,88.53253
2022-05-07 08:15:00,35985.74,36050.0,35985.74,36048.5,87.67903
2022-05-07 08:16:00,36048.51,36059.09,36020.74,36028.42,32.55497
2022-05-07 08:17:00,36028.43,36038.92,36006.74,36006.75,36.22349
2022-05-07 08:18:00,36006.76,36006.76,35969.5,35969.5,25.45806
2022-05-07 08:19:00,35969.5,35990.0,35966.8,35973.02,49.15611
2022-05-07 08:20:00,35973.03,35973.03,35953.17,35971.42,41.67803
2022-05-07 08:21:00,35971.42,35977.55,35971.04,35977.54,8.33525
2022-05-07 08:22:00,35977.54,35983.12,35973.0,35973.01,10.25381
2022-05-07 08:23:00,35973.0,35973.01,35955.08,35955.1,12.42669
2022-05-07 08:24:00,35955.09,35964.5,35952.65,35957.84,10.30083
2022-05-07 08:25:00,35957.85,35957.85,35935.91,35935.91,14.93754
2022-05-07 08:26:00,35935.91,35944.62,35935.91,35935.91,13.57284
2022-05-07 08:27:00,35935.92,35935.92,35930.12,35930.13,10.09332
2022-05-07 08:28:00,35930.13,35950.0,35930.12,35949.99,10.99156
2022-05-07 08:29:00,35949.99,35973.01,35949.99,35951.3,17.67682
2022-05-07 08:30:00,35951.31,35982.86,35945.59,35982.85,66.66647
2022-05-07 08:31:00,35982.86,36013.29,35975.04,35975.04,125.475
2022-05-07 08:32:00,35975.04,35975.05,35953.94,35957.63,32.45191
2022-05-07 08:33:00,35957.63,35961.31,35953.6,35955.84,12.70796
2022-05-07 08:34:00,35955.84,35969.25,35955.83,35956.01,16.40463
2022-05-07 08:35:00,35956.02,35956.02,35949.45,35949.46,8.25864
2022-05-07 08:36:00,35949.47,35949.47,35939.13,35941.06,12.07308
2022-05-07 08:37:00,35941.06,35945.57,35933.12,35933.13,12.77807
2022-05-07 08:38:00,35933.13,35949.29,35933.12,35949.28,12.75485
2022-05-07 08:39:00,35949.28,35958.04,35949.28,35954.48,9.4636
2022-05-07 08:40:00,35954.47,35960.36,35933.14,35946.34,11.24797
2022-05-07 08:41:00,35946.33,35960.35,35946.33,35960.35,7.91118
2022-05-07 08:42:00,35960.35,35972.28,35960.34,35972.28,13.03633
2022-05-07 08:43:00,35972.27,35987.87,35972.27,35974.08,18.65373
2022-05-07 08:44:00,35974.09,35980.23,35974.08,35980.23,6.06655
2022-05-07 08:45:00,35980.23,36025.8,35980.22,36025.8,24.26375
2022-05-07 08:46:00,36025.79,36032.09,36016.37,36027.95,14.30938
2022-05-07 08:47:00,36027.94,36069.01,36024.26,36035.56,64.33715
2022-05-07 08:48:00,36035.56,36054.39,36030.0,36036.47,32.62552
2022-05-07 08:49:00,36036.47,36044.16,36036.47,36039.57,7.22399
2022-05-07 08:50:00,36039.58,36039.58,36023.12,36023.12,24.64341
2022-05-07 08:51:00,36023.12,36023.13,36004.08,36012.29,12.66559
2022-05-07 08:52:00,36012.29,36022.46,36012.28,36014.91,17.12228
2022-05-07 08:53:00,36014.91,36024.9,36014.9,36021.27,15.9644
2022-05-07 08:54:00,36021.27,36021.28,36020.0,36020.01,5.13427
2022-05-07 08:55:00,36020.01,36020.01,36020.0,36020.0,9.83278
2022-05-07 08:56:00,36020.0,36035.34,36020.0,36035.34,8.34887
2022-05-07 08:57:00,36035.34,36050.0,36035.33,36049.99,14.59659
2022-05-07 08:58:00,36049.99,36050.0,36013.79,36013.8,19.9459
2022-05-07 08:59:00,36013.8,36028.06,36013.79,36015.01,6.02449
2022-05-07 09:00:00,36015.0,36015.01,36004.19,36007.82,7.4237
2022-05-07 09:01:00,36007.81,36020.05,36007.81,36012.31,39.15855
2022-05-07 09:02:00,36012.3,36018.35,35992.51,36003.79,41.5978
2022-05-07 09:03:00,36003.78,36007.13,36003.78,36007.12,6.92577
2022-05-07 09:04:00,36007.13,36007.17,35986.65,35986.94,31.02561
2022-05-07 09:05:00,35986.94,35993.96,35986.93,35993.95,2.73638
2022-05-07 09:06:00,35993.95,35993.96,35983.15,35983.16,7.00445
2022-05-07 09:07:00,35983.15,35996.53,35983.12,35996.53,12.43574
2022-05-07 09:08:00,35996.53,35996.53,35992.99,35993.0,3.55334
2022-05-07 09:09:00,35992.99,35993.0,35980.14,35980.14,3.8314
2022-05-07 09:10:00,35980.14,35981.92,35976.7,35981.91,14.00344
2022-05-07 09:11:00,35981.91,35996.53,35981.91,35996.52,4.7885
2022-05-07 09:12:00,35996.53,36010.1,35996.52,36010.04,9.75395
2022-05-07 09:13:00,36010.03,36028.42,36010.03,36028.41,9.7902
2022-05-07 09:14:00,36028.41,36028.42,36019.99,36020.0,11.39584
2022-05-07 09:15:00,36020.0,36029.64,36019.99,36029.64,9.54801
2022-05-07 09:16:00,36029.63,36037.29,36029.63,36033.23,8.44951
2022-05-07 09:17:00,36033.23,36037.29,36010.09,36034.07,22.43372
2022-05-07 09:18:00,36034.06,36043.91,36034.06,36042.22,8.56717
2022-05-07 09:19:00,36042.23,36060.83,36025.7,36025.7,21.94055
2022-05-07 09:20:00,36025.7,36030.0,36013.38,36030.0,11.82555
2022-05-07 09:21:00,36030.0,36037.17,36029.99,36030.01,10.93721
2022-05-07 09:22:00,36030.01,36035.23,36025.0,36025.0,18.98188
2022-05-07 09:23:00,36025.01,36025.01,36015.85,36017.26,6.96893
2022-05-07 09:24:00,36017.25,36017.26,36001.93,36001.94,5.78189
2022-05-07 09:25:00,36001.93,36001.94,35994.14,35994.14,10.99052
2022-05-07 09:26:00,35994.14,35994.15,35984.07,35986.78,11.84648
2022-05-07 09:27:00,35986.78,36008.68,35985.23,35993.96,34.01371
2022-05-07 09:28:00,35993.95,36003.74,35993.95,36003.74,4.04029
2022-05-07 09:29:00,36003.74,36009.24,36003.73,36009.23,4.3922
2022-05-07 09:30:00,36009.24,36028.28,36009.23,36021.38,7.99633
2022-05-07 09:31:00,36021.37,36021.38,36002.06,36002.06,5.18898
2022-05-07 09:32:00,36002.06,36002.07,35994.99,35995.0,5.57156
2022-05-07 09:33:00,35994.99,36006.53,35994.01,36000.08,34.48904
2022-05-07 09:34:00,36000.09,36000.09,35994.0,35994.01,5.45526
2022-05-07 09:35:00,35994.01,35994.01,35992.88,35994.0,9.90775
2022-05-07 09:36:00,35994.0,35994.01,35992.88,35992.89,5.43826
2022-05-07 09:37:00,35992.89,35998.07,35985.52,35998.07,10.92009
2022-05-07 09:38:00,35998.06,36011.8,35992.88,36000.01,21.05552
2022-05-07 09:39:00,36000.01,36001.51,36000.0,36000.0,67.57848
2022-05-07 09:40:00,36000.0,36021.91,35986.82,36021.91,52.25257
2022-05-07 09:41:00,36021.9,36023.77,35999.7,36000.03,14.94898
2022-05-07 09:42:00,36000.04,36012.59,36000.03,36007.18,13.70684
2022-05-07 09:43:00,36007.19,36017.91,36007.18,36015.2,6.65234
2022-05-07 09:44:00,36015.21,36017.33,36015.2,36017.33,9.77668
2022-05-07 09:45:00,36017.32,36017.33,35984.94,35984.94,11.77792
2022-05-07 09:46:00,35984.94,35999.8,35984.36,35998.5,9.57376
2022-05-07 09:47:00,35998.5,35998.5,35966.5,35966.51,11.07109
2022-05-07 09:48:00,35966.5,35978.37,35965.14,35976.59,14.15175
2022-05-07 09:49:00,35976.59,35992.27,35976.4,35976.4,18.21549
2022-05-07 09:50:00,35976.41,35987.36,35968.71,35987.36,18.50627
2022-05-07 09:51:00,35987.35,35988.0,35987.35,35988.0,3.71184
2022-05-07 09:52:00,35987.99,35993.83,35987.99,35992.06,3.25194
2022-05-07 09:53:00,35992.05,35998.5,35978.8,35998.5,9.93066
2022-05-07 09:54:00,35998.49,36003.67,35996.73,36003.66,15.79509
2022-05-07 09:55:00,36003.67,36003.67,35999.37,35999.37,5.40796
2022-05-07 09:56:00,35999.37,36008.17,35999.37,36001.15,10.35858
2022-05-07 09:57:00,36001.14,36008.5,36001.14,36006.69,17.15529
2022-05-07 09:58:00,36006.69,36006.7,35980.46,35980.46,10.7661
2022-05-07 09:59:00,35980.47,35986.05,35980.46,35986.05,9.52311
2022-05-07 10:00:00,35986.04,35986.05,35955.17,35962.8,27.2268
2022-05-07 10:01:00,35962.79,35974.05,35962.79,35964.21,17.3119
2022-05-07 10:02:00,35964.22,35980.66,35964.21,35972.05,17.16467
2022-05-07 10:03:00,35972.05,35993.38,35972.05,35993.38,40.1962
2022-05-07 10:04:00,35993.37,36005.61,35993.37,35996.62,13.65811
2022-05-07 10:05:00,35996.61,36003.56,35996.02,36003.56,24.3772
2022-05-07 10:06:00,36003.55,36018.26,36000.0,36011.98,42.86742
2022-05-07 10:07:00,36011.98,36027.38,36005.85,36015.47,49.7665
2022-05-07 10:08:00,36015.48,36015.48,36007.75,36011.7,21.3227
2022-05-07 10:09:00,36011.7,36026.09,36000.01,36020.69,48.1693
2022-05-07 10:10:00,36020.68,36027.84,36017.38,36022.51,24.59055
2022-05-07 10:11:00,36022.51,36022.51,36014.51,36014.52,2.78992
2022-05-07 10:12:00,36014.52,36021.67,36010.03,36021.66,7.56667
2022-05-07 10:13:00,36021.66,36021.66,36019.85,36019.85,3.94794
2022-05-07 10:14:00,36019.86,36022.4,36012.46,36020.7,14.96156
2022-05-07 10:15:00,36020.7,36022.39,36003.39,36003.4,23.01016
2022-05-07 10:16:00,36003.4,36003.96,35971.21,35999.34,111.43502
2022-05-07 10:17:00,35999.34,35999.34,35988.61,35988.61,4.39056
2022-05-07 10:18:00,35988.62,36005.0,35988.61,36005.0,10.79659
2022-05-07 10:19:00,36004.99,36009.31,35998.61,35999.73,14.22983
2022-05-07 10:20:00,35999.72,36030.0,35999.72,36030.0,30.8986
2022-05-07 10:21:00,36030.0,36032.26,36028.67,36028.68,8.39223
2022-05-07 10:22:00,36028.68,36030.47,36028.67,36028.72,6.34529
2022-05-07 10:23:00,36028.73,36028.73,36028.72,36028.72,1.94812
2022-05-07 10:24:00,36028.73,36033.54,36028.72,36033.48,8.76737
2022-05-07 10:25:00,36033.49,36033.51,36026.99,36026.99,19.10109
2022-05-07 10:26:00,36027.0,36031.23,36018.68,36031.22,15.2263
2022-05-07 10:27:00,36031.23,36044.2,36031.22,36042.94,8.00199
2022-05-07 10:28:00,36042.93,36042.94,36042.71,36042.72,6.23381
2022-05-07 10:29:00,36042.71,36044.24,36042.71,36044.24,6.86824
2022-05-07 10:30:00,36044.23,36044.24,36022.21,36022.22,7.1171
2022-05-07 10:31:00,36022.21,36022.61,36022.21,36022.6,6.20528
2022-05-07 10:32:00,36022.61,36030.64,36022.6,36030.63,6.75061
2022-05-07 10:33:00,36030.63,36032.86,36030.63,36032.85,7.33044
2022-05-07 10:34:00,36032.86,36061.27,36030.47,36061.27,32.40074
2022-05-07 10:35:00,36061.21,36069.75,36051.48,36062.51,19.12418
2022-05-07 10:36:00,36062.5,36144.0,36062.5,36130.15,151.34422
2022-05-07 10:37:00,36130.15,36133.06,36091.72,36091.73,33.36882
2022-05-07 10:38:00,36091.72,36111.4,36091.72,36096.32,19.44124
2022-05-07 10:39:00,36096.31,36096.32,36095.2,36095.21,10.54369
2022-05-07 10:40:00,36095.21,36122.73,36095.2,36096.71,35.81772
2022-05-07 10:41:00,36096.72,36096.72,36081.77,36089.56,10.86112
2022-05-07 10:42:00,36089.57,36091.3,36087.75,36091.29,12.55277
2022-05-07 10:43:00,36091.29,36091.3,36085.72,36091.13,6.8487
2022-05-07 10:44:00,36091.14,36091.18,36081.0,36083.22,20.52593
2022-05-07 10:45:00,36083.22,36083.22,36049.78,36065.02,44.51054
2022-05-07 10:46:00,36065.01,36073.01,36061.29,36062.02,12.91457
2022-05-07 10:47:00,36062.01,36070.59,36062.01,36070.58,3.45523
2022-05-07 10:48:00,36070.59,36080.0,36070.58,36075.01,7.47808
2022-05-07 10:49:00,36075.0,36075.01,36058.1,36058.1,9.96071
2022-05-07 10:50:00,36058.1,36070.0,36057.21,36067.48,9.72131
2022-05-07 10:51:00,36067.47,36067.48,36043.8,36043.8,12.96068
2022-05-07 10:52:00,36043.8,36043.81,36043.42,36043.43,2.74104
2022-05-07 10:53:00,36043.42,36043.43,36032.26,36038.22,9.54923
2022-05-07 10:54:00,36038.23,36047.95,36038.22,36047.94,8.74813
2022-05-07 10:55:00,36047.95,36047.95,36047.94,36047.94,3.61633
2022-05-07 10:56:00,36047.95,36054.74,36041.63,36054.74,11.13215
2022-05-07 10:57:00,36054.73,36069.99,36054.73,36069.99,10.37856
2022-05-07 10:58:00,36069.98,36076.45,36069.98,36075.99,4.5193
2022-05-07 10:59:00,36075.99,36087.44,36075.99,36087.43,14.98264
2022-05-07 11:00:00,36087.44,36103.8,36080.0,36081.0,17.28399
2022-05-07 11:01:00,36081.0,36084.27,36070.0,36081.85,25.75891
2022-05-07 11:02:00,36081.85,36094.0,36081.85,36085.8,6.60215
2022-05-07 11:03:00,36085.8,36087.04,36065.26,36075.62,25.92548
2022-05-07 11:04:00,36075.61,36078.36,36071.7,36078.36,2.87254
2022-05-07 11:05:00,36078.35,36078.36,36071.08,36077.94,6.60828
2022-05-07 11:06:00,36077.93,36077.94,36063.92,36064.38,8.71974
2022-05-07 11:07:00,36064.39,36094.71,36064.38,36081.12,15.42752
2022-05-07 11:08:00,36081.12,36081.13,36073.18,36073.19,2.41369
2022-05-07 11:09:00,36073.19,36073.19,36060.0,36060.01,3.67632
2022-05-07 11:10:00,36060.0,36080.74,36056.68,36080.73,15.09619
2022-05-07 11:11:00,36080.74,36109.91,36080.73,36102.3,15.97942
2022-05-07 11:12:00,36102.31,36103.11,36102.3,36103.1,1.87056
2022-05-07 11:13:00,36103.1,36121.88,36101.29,36121.87,16.74902
2022-05-07 11:14:00,36121.87,36127.43,36111.3,36114.01,15.36065
2022-05-07 11:15:00,36114.0,36123.49,36100.06,36118.08,18.51363
2022-05-07 11:16:00,36118.07,36127.0,36118.07,36120.41,16.01699
2022-05-07 11:17:00,36120.4,36131.93,36113.19,36127.41,9.01917
2022-05-07 11:18:00,36127.4,36146.3,36127.4,36128.71,22.21623
2022-05-07 11:19:00,36128.72,36128.72,36120.54,36128.06,26.15822
2022-05-07 11:20:00,36128.07,36128.07,36115.62,36115.62,8.06779
2022-05-07 11:21:00,36115.62,36125.43,36115.62,36123.61,7.88387
2022-05-07 11:22:00,36123.61,36123.62,36110.0,36110.0,4.21785
2022-05-07 11:23:00,36110.01,36110.01,36094.53,36098.87,10.87013
2022-05-07 11:24:00,36098.88,36098.88,36083.96,36089.16,13.15548
2022-05-07 11:25:00,36089.17,36089.17,36080.49,36082.2,11.33501
2022-05-07 11:26:00,36082.2,36089.07,36082.2,36089.06,5.53364
2022-05-07 11:27:00,36089.06,36089.07,36076.0,36076.0,15.56263
2022-05-07 11:28:00,36076.01,36083.96,36071.41,36081.24,8.38697
2022-05-07 11:29:00,36081.24,36081.25,36070.0,36070.0,16.9575
2022-05-07 11:30:00,36070.01,36081.25,36061.48,36077.09,11.45101
2022-05-07 11:31:00,36077.09,36080.33,36077.08,36077.37,6.52454
2022-05-07 11:32:00,36077.37,36078.99,36063.62,36078.98,30.90976
2022-05-07 11:33:00,36078.98,36078.99,36055.92,36055.93,17.32263
2022-05-07 11:34:00,36055.93,36063.68,36051.67,36051.67,7.27674
2022-05-07 11:35:00,36051.68,36051.68,36048.32,36048.33,7.42956
2022-05-07 11:36:00,36048.32,36054.14,36045.0,36050.69,19.64503
2022-05-07 11:37:00,36050.7,36050.7,36042.43,36045.7,6.30553
2022-05-07 11:38:00,36045.7,36049.8,36038.01,36041.9,12.19425
2022-05-07 11:39:00,36041.91,36051.05,36036.25,36036.26,14.74733
2022-05-07 11:40:00,36036.26,36036.26,35999.99,36020.96,145.00447
2022-05-07 11:41:00,36020.95,36046.49,36020.95,36045.68,26.45274
2022-05-07 11:42:00,36045.68,36068.0,36039.99,36040.0,13.46317
2022-05-07 11:43:00,36040.0,36045.42,36039.82,36039.82,6.71772
2022-05-07 11:44:00,36039.83,36053.49,36034.6,36049.89,11.20655
2022-05-07 11:45:00,36049.89,36070.61,36041.61,36041.61,70.75258
2022-05-07 11:46:00,36041.61,36048.34,36040.0,36048.34,7.77479
2022-05-07 11:47:00,36048.34,36048.34,36040.02,36040.03,10.36369
2022-05-07 11:48:00,36040.02,36040.03,36019.14,36019.14,14.61455
2022-05-07 11:49:00,36019.14,36034.99,36019.14,36034.98,6.98265
2022-05-07 11:50:00,36034.99,36048.33,36032.26,36040.26,22.16036
2022-05-07 11:51:00,36040.26,36042.06,36040.25,36042.05,7.83486
2022-05-07 11:52:00,36042.05,36064.51,36042.05,36054.47,31.48774
2022-05-07 11:53:00,36054.46,36054.47,36054.46,36054.47,6.85586
2022-05-07 11:54:00,36054.47,36057.7,36054.46,36057.7,5.422
2022-05-07 11:55:00,36057.7,36057.7,36030.34,36042.75,38.2943
2022-05-07 11:56:00,36042.76,36042.76,36028.53,36030.81,20.79547
2022-05-07 11:57:00,36030.81,36045.95,36026.09,36045.94,18.95889
2022-05-07 11:58:00,36045.94,36045.95,36030.43,36030.43,11.85526
2022-05-07 11:59:00,36030.43,36055.86,36030.43,36055.86,18.18702
2022-05-07 12:00:00,36055.86,36055.86,36033.54,36033.55,26.2082
2022-05-07 12:01:00,36033.55,36042.85,36033.54,36034.05,19.52865
2022-05-07 12:02:00,36034.05,36047.36,36034.05,36034.07,19.97605
2022-05-07 12:03:00,36034.06,36038.62,36034.05,36038.61,4.00802
2022-05-07 12:04:00,36038.62,36038.62,36021.63,36021.63,4.36186
2022-05-07 12:05:00,36021.63,36024.71,35998.51,36024.7,23.35304
2022-05-07 12:06:00,36024.71,36031.12,36019.91,36019.92,26.48205
2022-05-07 12:07:00,36019.91,36020.0,36019.91,36019.99,7.13227
2022-05-07 12:08:00,36019.99,36020.0,36009.47,36009.48,16.16802
2022-05-07 12:09:00,36009.48,36030.0,36009.47,36029.99,12.72068
2022-05-07 12:10:00,36029.99,36034.03,36028.18,36028.19,5.21332
2022-05-07 12:11:00,36028.18,36028.19,36018.26,36018.26,8.86941
2022-05-07 12:12:00,36018.27,36033.58,36018.26,36029.09,17.64812
2022-05-07 12:13:00,36029.1,36029.1,36024.55,36025.74,8.15271
2022-05-07 12:14:00,36025.73,36028.68,36025.73,36028.68,2.89688
2022-05-07 12:15:00,36028.67,36028.68,36028.3,36028.31,5.37361
2022-05-07 12:16:00,36028.3,36028.31,36022.5,36022.51,4.46362
2022-05-07 12:17:00,36022.51,36022.51,36010.0,36012.44,13.21847
2022-05-07 12:18:00,36012.43,36013.79,36009.98,36013.78,9.76334
2022-05-07 12:19:00,36013.78,36013.79,36009.94,36009.95,10.17266
2022-05-07 12:20:00,36009.95,36024.23,36009.94,36024.22,9.32032
2022-05-07 12:21:00,36024.23,36024.23,36014.99,36015.0,7.32237
2022-05-07 12:22:00,36014.99,36015.0,36010.9,36010.91,2.05122
2022-05-07 12:23:00,36010.9,36021.78,36010.9,36021.46,6.22639
2022-05-07 12:24:00,36021.45,36021.46,36013.54,36013.55,6.07536
2022-05-07 12:25:00,36013.54,36015.04,36013.54,36014.66,7.69971
2022-05-07 12:26:00,36014.65,36014.66,36014.33,36014.34,2.17476
2022-05-07 12:27:00,36014.33,36018.42,36014.33,36018.42,3.34235
2022-05-07 12:28:00,36018.41,36020.85,36016.97,36019.99,30.32055
2022-05-07 12:29:00,36019.99,36019.99,36019.77,36019.77,9.15633
2022-05-07 12:30:00,36019.78,36027.99,36019.77,36027.98,5.92
2022-05-07 12:31:00,36027.98,36033.2,36022.01,36033.2,47.60948
2022-05-07 12:32:00,36033.2,36039.23,36033.19,36039.22,4.2851
2022-05-07 12:33:00,36039.22,36039.23,36038.75,36038.75,6.71734
2022-05-07 12:34:00,36038.75,36038.76,36038.75,36038.75,6.61439
2022-05-07 12:35:00,36038.76,36038.76,36038.75,36038.76,7.39159
2022-05-07 12:36:00,36038.75,36042.19,36038.75,36042.18,7.80795
2022-05-07 12:37:00,36042.18,36044.74,36042.18,36042.2,8.43712
2022-05-07 12:38:00,36042.19,36047.35,36042.19,36047.35,10.04541
2022-05-07 12:39:00,36047.34,36047.36,36029.0,36046.19,183.68244
2022-05-07 12:40:00,36046.18,36050.0,36046.18,36049.42,4.16411
2022-05-07 12:41:00,36049.41,36049.42,36047.6,36047.61,19.60896
2022-05-07 12:42:00,36047.62,36047.62,36020.33,36025.51,67.29899
2022-05-07 12:43:00,36025.51,36027.2,36002.0,36002.01,27.60989
2022-05-07 12:44:00,36002.01,36002.01,35972.76,35972.77,43.44966
2022-05-07 12:45:00,35972.76,35988.39,35970.09,35976.61,23.95564
2022-05-07 12:46:00,35976.61,35990.41,35976.6,35990.4,8.23142
2022-05-07 12:47:00,35990.4,36010.0,35988.19,36010.0,20.16999
2022-05-07 12:48:00,36009.99,36033.62,36009.99,36027.49,17.73045
2022-05-07 12:49:00,36027.48,36033.04,36024.65,36024.66,2.93742
2022-05-07 12:50:00,36024.65,36049.37,36024.65,36040.75,9.08462
2022-05-07 12:51:00,36040.75,36040.75,36028.86,36033.03,30.91877
2022-05-07 12:52:00,36033.04,36038.98,36029.66,36029.69,7.09237
2022-05-07 12:53:00,36029.69,36029.69,36001.13,36004.94,13.31609
2022-05-07 12:54:00,36004.94,36027.26,36002.3,36027.25,9.19458
2022-05-07 12:55:00,36027.25,36038.98,36027.25,36028.64,6.43795
2022-05-07 12:56:00,36028.64,36028.65,36000.0,36000.01,16.6182
2022-05-07 12:57:00,36000.0,36009.14,36000.0,36009.14,4.76805
2022-05-07 12:58:00,36009.13,36026.28,36005.33,36016.9,10.97389
2022-05-07 12:59:00,36016.9,36033.4,36016.9,36033.4,5.57764
2022-05-07 13:00:00,36033.4,36049.42,36020.59,36024.56,18.46115
2022-05-07 13:01:00,36024.55,36034.44,36024.55,36025.83,4.9017
2022-05-07 13:02:00,36025.82,36033.9,36025.82,36033.89,12.13949
2022-05-07 13:03:00,36033.89,36035.13,36016.25,36023.45,9.13687
2022-05-07 13:04:00,36023.44,36023.45,36007.65,36020.63,26.98433
2022-05-07 13:05:00,36020.63,36020.64,36015.96,36015.99,7.38355
2022-05-07 13:06:00,36015.98,36015.99,36006.67,36013.0,13.6862
